#,STATE,LGA NAME,LGA CODE,WARD NAME,WARD CODE,Councillor,Start,End,
2482,EBONYI,EZZA NORTH,05,OGBOJI,06,,,,EB0506
2483,EBONYI,EZZA NORTH,05,OSHIEGBE-UMUEZEOKHA,07,,,,EB0507
2484,EBONYI,EZZA NORTH,05,OMEGE-UMUEZEOKOHA,08,,,,EB0508
2485,EBONYI,EZZA NORTH,05,OKPOSI-UMUOGHARA,09,,,,EB0509
2486,EBONYI,EZZA NORTH,05,ORIUZO,10,,,,EB0510
2487,EBONYI,EZZA NORTH,05,UMUEZEOKA,11,,,,EB0511
2488,EBONYI,EZZA SOUTH,06,AMAEZEKWE,01,,,,EB0601
2489,EBONYI,EZZA SOUTH,06,AMAGU/NSOKRA,02,,,,EB0602
2490,EBONYI,EZZA SOUTH,06,AMAEKA,03,,,,EB0603
2491,EBONYI,EZZA SOUTH,06,AMANA,04,,,,EB0604
2492,EBONYI,EZZA SOUTH,06,AMUDO/OKOFFIA,05,,,,EB0605
2493,EBONYI,EZZA SOUTH,06,AMUZU,06,,,,EB0606
2494,EBONYI,EZZA SOUTH,06,ECHARA,07,,,,EB0607
2495,EBONYI,EZZA SOUTH,06,EZZAMA,08,,,,EB0608
2496,EBONYI,EZZA SOUTH,06,IKWUATOR/IDEMBIA,09,,,,EB0609
2497,EBONYI,EZZA SOUTH,06,ONU EKE (URBAN),10,,,,EB0610
2498,EBONYI,EZZA SOUTH,06,UMUNWAGU/IDEMBIA,11,,,,EB0611
2499,EBONYI,IKWO,07,AMAINYIMA,01,,,,EB0701
2500,EBONYI,IKWO,07,ECHIALIKE,02,,,,EB0702
2501,EBONYI,IKWO,07,EKA AWOKE,03,,,,EB0703
2502,EBONYI,IKWO,07,EKPANWUDELE,04,,,,EB0704
2503,EBONYI,IKWO,07,EKPELU,05,,,,EB0705
2504,EBONYI,IKWO,07,ENYIBICHIRI,06,,,,EB0706
2505,EBONYI,IKWO,07,ETAM,07,,,,EB0707
2506,EBONYI,IKWO,07,IGBUDU,08,,,,EB0708
2507,EBONYI,IKWO,07,INYIMAGU,09,,,,EB0709
2508,EBONYI,IKWO,07,INYIMAGU,10,,,,EB0710
2509,EBONYI,IKWO,07,NDIAGU AMAGU,11,,,,EB0711
2510,EBONYI,IKWO,07,NDIAGU AMAGU,12,,,,EB0712
2511,EBONYI,IKWO,07,NDIAGU ECHARA,13,,,,EB0713
2512,EBONYI,IKWO,07,NDIAGU ECHARA,14,,,,EB0714
2513,EBONYI,IKWO,07,NDUFU AMAGU,15,,,,EB0715
2514,EBONYI,IKWO,07,NDUFU AMAGU,16,,,,EB0716
2515,EBONYI,IKWO,07,NDUFU AWKE,17,,,,EB0717
2516,EBONYI,IKWO,07,NDUFU ECHARA,18,,,,EB0718
2517,EBONYI,IKWO,07,NOYE ALIKE,19,,,,EB0719
2518,EBONYI,ISHIELU,08,AGBA,01,,,,EB0801
2519,EBONYI,ISHIELU,08,AMAEZU,02,,,,EB0802
2520,EBONYI,ISHIELU,08,AZU INYABA ‘A’,03,,,,EB0803
2521,EBONYI,ISHIELU,08,AZY UBTABA ‘B’,04,,,,EB0804
2522,EBONYI,ISHIELU,08,EZILLO I,05,,,,EB0805
2523,EBONYI,ISHIELU,08,EZILLO II,06,,,,EB0806
2524,EBONYI,ISHIELU,08,EZZAGU (OGBOJI) I,07,,,,EB0807
2525,EBONYI,ISHIELU,08,EZZAGU (NKOMORO) II,08,,,,EB0808
2526,EBONYI,ISHIELU,08,IYIONU,09,,,,EB0809
2527,EBONYI,ISHIELU,08,NKALAGU,10,,,,EB0810
2528,EBONYI,ISHIELU,08,NKALAHA,11,,,,EB0811
2529,EBONYI,ISHIELU,08,NTEZI,12,,,,EB0812
2530,EBONYI,ISHIELU,08,OBEAGU,13,,,,EB0813
2531,EBONYI,ISHIELU,08,OHAFIA,14,,,,EB0814
2532,EBONYI,ISHIELU,08,OKPOTO,15,,,,EB0815
2533,EBONYI,ISHIELU,08,UMUHUALI,16,,,,EB0816
2534,EBONYI,IVO,09,AKAEZE UKWU,01,,,,EB0901
2535,EBONYI,IVO,09,AMAEZE ISHIAGU,02,,,,EB0902
2536,EBONYI,IVO,09,AMAGU,03,,,,EB0903
2537,EBONYI,IVO,09,AMONYE,04,,,,EB0904
2538,EBONYI,IVO,09,IHENTA/OGIDI,05,,,,EB0905
2539,EBONYI,IVO,09,IYIOJI-AKAEZE,06,,,,EB0906
2540,EBONYI,IVO,09,NDIOKORO UKWU,07,,,,EB0907
2541,EBONYI,IVO,09,NGWONGWO,08,,,,EB0908
2542,EBONYI,IVO,09,OBINAGU,09,,,,EB0909
2543,EBONYI,IVO,09,OKUE,10,,,,EB0910
2544,EBONYI,IVO,09,UMUBOR,11,,,,EB0911
2545,EBONYI,IZZI,10,AGBAJA MGBO,01,,,,EB1001
2546,EBONYI,IZZI,10,AGBAJA ANYANWUIGWE,02,,,,EB1002
2547,EBONYI,IZZI,10,AGBAJA OFFIA ONWE,03,,,,EB1003
2548,EBONYI,IZZI,10,EZZA INYIMAGU IGBUHU,04,,,,EB1004
2549,EBONYI,IZZI,10,EZZA INYIMAGU-IGWELED OHA,05,,,,EB1005
2550,EBONYI,IZZI,10,EZZA INYIMAGU-IZZI OGO,06,,,,EB1006
2551,EBONYI,IZZI,10,EZZA INYIMAGU-NDIAGU,07,,,,EB1007
2552,EBONYI,IZZI,10,EGBEAGU NDU OGBU,08,,,,EB1008
2553,EBONYI,IZZI,10,IGBEAGU II NDI ETTAH,09,,,,EB1009
2554,EBONYI,IZZI,10,IGEAGU III,10,,,,EB1010
2555,EBONYI,IZZI,10,MGBALUKWU INYIMAGU I,11,,,,EB1011
2556,EBONYI,IZZI,10,MGBALUKWU INYIMAGU II,12,,,,EB1012
2557,EBONYI,IZZI,10,NDIEZE/INYIMAGU,13,,,,EB1013
2558,EBONYI,IZZI,10,NDIEZE/INYIMAGU/NDIABOISHI AGU,14,,,,EB1014
2559,EBONYI,OHAOZARA,11,AMAECHI OKPASI,01,,,,EB1101
2560,EBONYI,OHAOZARA,11,ENE NA EZERAKU,02,,,,EB1102
2561,EBONYI,OHAOZARA,11,MGBOM OKPOSI,03,,,,EB1103
2562,EBONYI,OHAOZARA,11,OBIOZARA,04,,,,EB1104
2563,EBONYI,OHAOZARA,11,OKPOSI ACHARA,05,,,,EB1105
2564,EBONYI,OHAOZARA,11,OKPOSI OKWU,06,,,,EB1106
2565,EBONYI,OHAOZARA,11,UGBOGOLO-UGWULANGWU,07,,,,EB1107
2566,EBONYI,OHAOZARA,11,UHUOTARU-UGWU-LANGWU,08,,,,EB1108
2567,EBONYI,OHAOZARA,11,UMUCHIMA,09,,,,EB1109
2568,EBONYI,OHAOZARA,11,UMUNAGA,10,,,,EB1110
2569,EBONYI,OHAOZARA,11,UMUOBUNA,11,,,,EB1111
2570,EBONYI,OHAUKWU,12,EFFIUM I,01,,,,EB1201
2571,EBONYI,OHAUKWU,12,EFFIUM II,02,,,,EB1202
2572,EBONYI,OHAUKWU,12,EZZAMGBO,03,,,,EB1203
2573,EBONYI,OHAUKWU,12,ISHI NGBO I,04,,,,EB1204
2574,EBONYI,OHAUKWU,12,ISHI NGBO II,05,,,,EB1205
2575,EBONYI,OHAUKWU,12,NGBO,06,,,,EB1206
2576,EBONYI,OHAUKWU,12,OKPOSHI I,07,,,,EB1207
2577,EBONYI,OHAUKWU,12,OKPOSHI II,08,,,,EB1208
2578,EBONYI,OHAUKWU,12,UMUAGBARA/AMECHI,09,,,,EB1209
2579,EBONYI,OHAUKWU,12,UMU OGUDU OSHIA,10,,,,EB1210
2580,EBONYI,OHAUKWU,12,UMU OGUDU AKPU I,11,,,,EB1211
2581,EBONYI,OHAUKWU,12,UMU OGUDU AKPU II,12,,,,EB1212
2582,EBONYI,OHAUKWU,12,WIGBEKE I,13,,,,EB1213
2583,EBONYI,OHAUKWU,12,WIGBEKE II,14,,,,EB1214
2584,EBONYI,OHAUKWU,12,WIGBEKE III,15,,,,EB1215
2585,EBONYI,ONICHA,13,ABAOMEGA,01,,,,EB1301
2586,EBONYI,ONICHA,13,AGABOR-ISU,02,,,,EB1302
2587,EBONYI,ONICHA,13,AMANATOR-ISU,03,,,,EB1303
2588,EBONYI,ONICHA,13,EBIA OSHIRI,04,,,,EB1304
2589,EBONYI,ONICHA,13,ENUAGU-ONUCHA,05,,,,EB1305
2590,EBONYI,ONICHA,13,ISINKWO-UKWU,06,,,,EB1306
2591,EBONYI,ONICHA,13,ISI-ONICHA,07,,,,EB1307
2592,EBONYI,ONICHA,13,OBEAGU-ISU,08,,,,EB1308
2593,EBONYI,ONICHA,13,OGUDU UKWO-OSHIRI,09,,,,EB1309
2594,EBONYI,ONICHA,13,OKUZU UKUAWU,10,,,,EB1310
2595,EBONYI,ONICHA,13,UGWU-OSHIRI,11,,,,EB1311
2596,EBONYI,ONICHA,13,UMUDOMI-ONICHA,12,,,,EB1312
2597,EDO,AKOKO EDO,01,IGARRAI I,01,,,,ED0101
2598,EDO,AKOKO EDO,01,IGARRAI II,02,,,,ED0102
2599,EDO,AKOKO EDO,01,IMOGA/LAMPESE/BEKUM A EKPE,03,,,,ED0103
2600,EDO,AKOKO EDO,01,EBILLO/EKPESE/EKOR/IKI RAN-ILE/IKIRAN OKE,04,,,,ED0104
2601,EDO,AKOKO EDO,01,MAKEKE/OJAH,05,,,,ED0105
2602,EDO,AKOKO EDO,01,DANGBALA/OJIRAMI/ANY AWOZA,06,,,,ED0106
2603,EDO,AKOKO EDO,01,OLOMA/OKPE IJAJA/KAKUMA ANYARA,07,,,,ED0107
2604,EDO,AKOKO EDO,01,SOMORIKA/OGBE/SARAR O,08,,,,ED0108
2605,EDO,AKOKO EDO,01,ONUMU/ESHAWA/OGUGU IGBOSHI-AFE/IGBOSHI ELE/AIYEGUNLE,09,,,,ED0109
2606,EDO,AKOKO EDO,01,ENWAN/ATTE/IKPESHI/EG BIGERE,10,,,,ED0110
2607,EDO,AKOKO EDO,01,UNEME- NEKHUA/AKPAMA/AIYET ORO/EKPEDO/ERHURUN/U NEME OSU,11,,,,ED0111
2608,EDO,AKOKO EDO,01,OSOSO,12,,,,ED0112
2609,EDO,EGOR,02,OTUBU,01,,,,ED0201
2610,EDO,EGOR,02,OLIHA,02,,,,ED0202
2611,EDO,EGOR,02,OGIDA/USE,03,,,,ED0203
2612,EDO,EGOR,02,EGOR,04,,,,ED0204
2613,EDO,EGOR,02,UWELU,05,,,,ED0205
2614,EDO,EGOR,02,EVBAREKE,06,,,,ED0206
2615,EDO,EGOR,02,USELU I,07,,,,ED0207
2616,EDO,EGOR,02,USELU II,08,,,,ED0208
2617,EDO,EGOR,02,OKHORO,09,,,,ED0209
2618,EDO,EGOR,02,UGBOWO,10,,,,ED0210
2619,EDO,ESAN CENTRAL,03,UNEAH,01,,,,ED0301
2620,EDO,ESAN CENTRAL,03,UWESSAN I,02,,,,ED0302
2621,EDO,ESAN CENTRAL,03,UWESSAN II,03,,,,ED0303
2622,EDO,ESAN CENTRAL,03,IKEKATO,04,,,,ED0304
2623,EDO,ESAN CENTRAL,03,OTORUWO I,05,,,,ED0305
2624,EDO,ESAN CENTRAL,03,OTORUWO II,06,,,,ED0306
2625,EDO,ESAN CENTRAL,03,EWU I,07,,,,ED0307
2626,EDO,ESAN CENTRAL,03,EWU II,08,,,,ED0308
2627,EDO,ESAN CENTRAL,03,OPOJI,09,,,,ED0309
2628,EDO,ESAN CENTRAL,03,UGBEGUN,10,,,,ED0310
2629,EDO,ESAN NORTH EAST,04,EGBELE,01,,,,ED0401
2630,EDO,ESAN NORTH EAST,04,OBEIDU,02,,,,ED0402
2631,EDO,ESAN NORTH EAST,04,ARUE,03,,,,ED0403
2632,EDO,ESAN NORTH EAST,04,UELEN/OKUGBE,04,,,,ED0404
2633,EDO,ESAN NORTH EAST,04,IDUMU-OKOJIE,05,,,,ED0405
2634,EDO,ESAN NORTH EAST,04,UZEA,06,,,,ED0406
2635,EDO,ESAN NORTH EAST,04,AMEDOKHIAN,07,,,,ED0407
2636,EDO,ESAN NORTH EAST,04,EFANDION,08,,,,ED0408
2637,EDO,ESAN NORTH EAST,04,UWALOR,09,,,,ED0409
2638,EDO,ESAN NORTH EAST,04,EWOYI,10,,,,ED0410
2639,EDO,ESAN NORTH EAST,04,UBIERUMU,11,,,,ED0411
2640,EDO,ESSAN SOUTH EAST,05,ESOHIMI I,01,,,,ED0501
2641,EDO,ESSAN SOUTH EAST,05,EWOHIMI II,02,,,,ED0502
2642,EDO,ESSAN SOUTH EAST,05,EWATTO,03,,,,ED0503
2643,EDO,ESSAN SOUTH EAST,05,OHORDUA,04,,,,ED0504
2644,EDO,ESSAN SOUTH EAST,05,EMU,05,,,,ED0505
2645,EDO,ESSAN SOUTH EAST,05,UBIAJA I,06,,,,ED0506
2646,EDO,ESSAN SOUTH EAST,05,UBIAJA II,07,,,,ED0507
2647,EDO,ESSAN SOUTH EAST,05,ILLUSHI I,08,,,,ED0508
2648,EDO,ESSAN SOUTH EAST,05,ILLUSHI II,09,,,,ED0509
2649,EDO,ESSAN SOUTH EAST,05,UGBOHA,10,,,,ED0510
2650,EDO,ESAN WEST,06,ILLEH/EKO-INE,01,,,,ED0601
2651,EDO,ESAN WEST,06,UJIOGBO,02,,,,ED0602
2652,EDO,ESAN WEST,06,EGORO/IDOA/UKHUN,03,,,,ED0603
2653,EDO,ESAN WEST,06,EMAUDO/EGUARE/EKPOM A,04,,,,ED0604
2654,EDO,ESAN WEST,06,IHUNMUDUM/IDUMEBO/U KE/UJEMEN,05,,,,ED0605
2655,EDO,ESAN WEST,06,IRUEKPEN,06,,,,ED0606
2656,EDO,ESAN WEST,06,EMUHI/UKPENU/UJOELEN,07,,,,ED0607
2657,EDO,ESAN WEST,06,UROHI,08,,,,ED0608
2658,EDO,ESAN WEST,06,UHIELE,09,,,,ED0609
2659,EDO,ESAN WEST,06,OGWA,10,,,,ED0610
2660,EDO,ETSAKO CENTRAL,07,FUGAR I,01,,,,ED0701
2661,EDO,ETSAKO CENTRAL,07,FUGAR II,02,,,,ED0702
2662,EDO,ETSAKO CENTRAL,07,FUGAR III,03,,,,ED0703
2663,EDO,ETSAKO CENTRAL,07,OGBONA,04,,,,ED0704
2664,EDO,ETSAKO CENTRAL,07,IRAOKHOR,05,,,,ED0705
2665,EDO,ETSAKO CENTRAL,07,EKPERI I,06,,,,ED0706
2666,EDO,ETSAKO CENTRAL,07,EKPERI II,07,,,,ED0707
2667,EDO,ETSAKO CENTRAL,07,EKPERI III,08,,,,ED0708
2668,EDO,ETSAKO CENTRAL,07,SOUTH UNEME I,09,,,,ED0709
2669,EDO,ETSAKO CENTRAL,07,SOUTH UNEME II,10,,,,ED0710
2670,EDO,ETSAKO EAST,08,AGENEBODE,01,,,,ED0801
2671,EDO,ETSAKO EAST,08,WANNO I,02,,,,ED0802
2672,EDO,ETSAKO EAST,08,WANNO II,03,,,,ED0803
2673,EDO,ETSAKO EAST,08,WEPPA,04,,,,ED0804
2674,EDO,ETSAKO EAST,08,OKPELLA I,05,,,,ED0805
2675,EDO,ETSAKO EAST,08,OKPELLA II,06,,,,ED0806
2676,EDO,ETSAKO EAST,08,OKPELLA III,07,,,,ED0807
2677,EDO,ETSAKO EAST,08,OKPELLA IV,08,,,,ED0808
2678,EDO,ETSAKO EAST,08,THREE IBIES,09,,,,ED0809
2679,EDO,ETSAKO EAST,08,OKPEKPE,10,,,,ED0810
2680,EDO,ETSAKO WEST,09,AUCHI,01,,,,ED0901
2681,EDO,ETSAKO WEST,09,AUCHI I,02,,,,ED0902
2682,EDO,ETSAKO WEST,09,AUCHI II,03,,,,ED0903
2683,EDO,ETSAKO WEST,09,AUCHI III,04,,,,ED0904
2684,EDO,ETSAKO WEST,09,SOUTH IBIE,05,,,,ED0905
2685,EDO,ETSAKO WEST,09,JAGBE,06,,,,ED0906
2686,EDO,ETSAKO WEST,09,AVIELE,07,,,,ED0907
2687,EDO,ETSAKO WEST,09,ANWAIN,08,,,,ED0908
2688,EDO,ETSAKO WEST,09,UZAIRUE NORTH WEST,09,,,,ED0909
2689,EDO,ETSAKO WEST,09,UZAIRUE NORTH EAST,10,,,,ED0910
2690,EDO,ETSAKO WEST,09,UZAIRUE SOUTH WEST,11,,,,ED0911
2691,EDO,ETSAKO WEST,09,UZAIRUE SOUTH EAST,12,,,,ED0912
2692,EDO,IGUEBEN,10,EKEKHEN/NDUMU,01,,,,ED1001
2693,EDO,IGUEBEN,10,ODO/EGBIKI,02,,,,ED1002
2694,EDO,IGUEBEN,10,IDIGUN/IDUMUOKA,03,,,,ED1003
2695,EDO,IGUEBEN,10,AFUDA/IDUMUOKA,04,,,,ED1004
2696,EDO,IGUEBEN,10,UHE/IDMUOGBO/IDUMUE KE,05,,,,ED1005
2697,EDO,IGUEBEN,10,UDO,06,,,,ED1006
2698,EDO,IGUEBEN,10,OWU/OKUTA/EGBELLE,07,,,,ED1007
2699,EDO,IGUEBEN,10,OKALO/OKPUJIE,08,,,,ED1008
2700,EDO,IGUEBEN,10,AMAHOR/UGUN,09,,,,ED1009
2701,EDO,IGUEBEN,10,EWOSSA,10,,,,ED1010
2702,EDO,IGUEBEN,10,EKPON,11,,,,ED1011
2703,EDO,IKPOBA/OKHA,11,IWOGBAN/UTEH,01,,,,ED1101
2704,EDO,IKPOBA/OKHA,11,OREGBENI,02,,,,ED1102
2705,EDO,IKPOBA/OKHA,11,OGBESON,03,,,,ED1103
2706,EDO,IKPOBA/OKHA,11,ADUWAWA/EVBO MODU,04,,,,ED1104
2707,EDO,IKPOBA/OKHA,11,ST. SAVIOUR,05,,,,ED1105
2708,EDO,IKPOBA/OKHA,11,GORRETTI,06,,,,ED1106
2709,EDO,IKPOBA/OKHA,11,UGBEKUN,07,,,,ED1107
2710,EDO,IKPOBA/OKHA,11,IDOGBO,08,,,,ED1108
2711,EDO,IKPOBA/OKHA,11,OBAYANTOR,09,,,,ED1109
2712,EDO,IKPOBA/OKHA,11,OLOGBO,10,,,,ED1110
2713,EDO,OREDO,12,OGBE,01,,,,ED1201
2714,EDO,OREDO,12,GRA/ETETE,02,,,,ED1202
2715,EDO,OREDO,12,UZEBU,03,,,,ED1203
2716,EDO,OREDO,12,URUBI/EVBIEMWEN/IWEH EN,04,,,,ED1204
2717,EDO,OREDO,12,IHOGBE/ISEKHERE/OREO GHENE/IBIWE/ICE ROAD,05,,,,ED1205
2718,EDO,OREDO,12,NEW BENIN I,06,,,,ED1206
2719,EDO,OREDO,12,NEW BENIN II,07,,,,ED1207
2720,EDO,OREDO,12,OKEDO,08,,,,ED1208
2721,EDO,OREDO,12,IKPEMA/EGUADASE,09,,,,ED1209
2722,EDO,OREDO,12,UNERU/OGBOKA,10,,,,ED1210
2723,EDO,OREDO,12,OGBELAKA/NEKPEN- NEKPEN,11,,,,ED1211
2724,EDO,OREDO,12,IBIWE/IWEGIE/UGBAGUE,12,,,,ED1212
2725,EDO,ORHIONMWON,13,AIBIOKULA I,01,,,,ED1301
2726,EDO,ORHIONMWON,13,AIBIOKULA II,02,,,,ED1302
2727,EDO,ORHIONMWON,13,UGBEKA,03,,,,ED1303
2728,EDO,ORHIONMWON,13,IYOBA,04,,,,ED1304
2729,EDO,ORHIONMWON,13,UGBOKO,05,,,,ED1305
2730,EDO,ORHIONMWON,13,UKPATO,06,,,,ED1306
2731,EDO,ORHIONMWON,13,URHONIGBE NORTH,07,,,,ED1307
2732,EDO,ORHIONMWON,13,URHONIGBE SOUTH,08,,,,ED1308
2733,EDO,ORHIONMWON,13,UGU,09,,,,ED1309
2734,EDO,ORHIONMWON,13,EVBOESI,10,,,,ED1310
2735,EDO,ORHIONMWON,13,IGBANKE EAST,11,,,,ED1311
2736,EDO,ORHIONMWON,13,IGBANKE WEST,12,,,,ED1312
2737,EDO,OVIA NORTH EAST,14,OKADA WEST,01,,,,ED1401
2738,EDO,OVIA NORTH EAST,14,OKADA EAST,02,,,,ED1402
2739,EDO,OVIA NORTH EAST,14,UHEN,03,,,,ED1403
2740,EDO,OVIA NORTH EAST,14,ADOLOR,04,,,,ED1404
2741,EDO,OVIA NORTH EAST,14,OFUNMWEGBE,05,,,,ED1405
2742,EDO,OVIA NORTH EAST,14,OLUKU,06,,,,ED1406
2743,EDO,OVIA NORTH EAST,14,UHIERE,07,,,,ED1407
2744,EDO,OVIA NORTH EAST,14,ISIUWA,08,,,,ED1408
2745,EDO,OVIA NORTH EAST,14,OKOKHUO,09,,,,ED1409
2746,EDO,OVIA NORTH EAST,14,OGHEDE,10,,,,ED1410
2747,EDO,OVIA NORTH EAST,14,ODUNA,11,,,,ED1411
2748,EDO,OVIA NORTH EAST,14,IGUOSHODUN,12,,,,ED1412
2749,EDO,OVIA NORTH EAST,14,UTOKA,13,,,,ED1413
2750,EDO,OVIA SOUTH WEST,15,IGUOBAZUWA EAST,01,,,,ED1501
2751,EDO,OVIA SOUTH WEST,15,IGUOBAZUWA WEST,02,,,,ED1502
2752,EDO,OVIA SOUTH WEST,15,UMAZA,03,,,,ED1503
2753,EDO,OVIA SOUTH WEST,15,SILUKO,04,,,,ED1504
2754,EDO,OVIA SOUTH WEST,15,UDO,05,,,,ED1505
2755,EDO,OVIA SOUTH WEST,15,ORA,06,,,,ED1506
2756,EDO,OVIA SOUTH WEST,15,USEM,07,,,,ED1507
2757,EDO,OVIA SOUTH WEST,15,UGBOGUI,08,,,,ED1508
2758,EDO,OVIA SOUTH WEST,15,OFUNAMA,09,,,,ED1509
2759,EDO,OVIA SOUTH WEST,15,NIKOROGHA,10,,,,ED1510
2760,EDO,OWAN EAST,16,EMAI I,01,,,,ED1601
2761,EDO,OWAN EAST,16,EMAI II,02,,,,ED1602
2762,EDO,OWAN EAST,16,IHIEVBE I,03,,,,ED1603
2763,EDO,OWAN EAST,16,IHIEVBE II,04,,,,ED1604
2764,EDO,OWAN EAST,16,UOKHA/AKE,05,,,,ED1605
2765,EDO,OWAN EAST,16,IGUE/IKAO,06,,,,ED1606
2766,EDO,OWAN EAST,16,IVBIMION,07,,,,ED1607
2767,EDO,OWAN EAST,16,OTUO I,08,,,,ED1608
2768,EDO,OWAN EAST,16,OTUO II,09,,,,ED1609
2769,EDO,OWAN EAST,16,IVBIADAOBI,10,,,,ED1610
2770,EDO,OWAN EAST,16,WARRAKE,11,,,,ED1611
2771,EDO,OWAN WEST,17,OZALLA,01,,,,ED1701
2772,EDO,OWAN WEST,17,UHONMORA,02,,,,ED1702
2773,EDO,OWAN WEST,17,EME-ORA/OKE,03,,,,ED1703
2774,EDO,OWAN WEST,17,SABONGIDA/ORA/OGBETU RU,04,,,,ED1704
2775,EDO,OWAN WEST,17,AVBIOSI,05,,,,ED1705
2776,EDO,OWAN WEST,17,UKHUSE-OSI,06,,,,ED1706
2777,EDO,OWAN WEST,17,ERUERE,07,,,,ED1707
2778,EDO,OWAN WEST,17,OKPUJE,08,,,,ED1708
2779,EDO,OWAN WEST,17,UZEBBA I,09,,,,ED1709
2780,EDO,OWAN WEST,17,UZEBBA II,10,,,,ED1710
2781,EDO,OWAN WEST,17,SOBE,11,,,,ED1711
2782,EDO,UHUNMWODE,18,EHOR,01,,,,ED1801
2783,EDO,UHUNMWODE,18,UHI,02,,,,ED1802
2784,EDO,UHUNMWODE,18,IGIEDUMA,03,,,,ED1803
2785,EDO,UHUNMWODE,18,IRHUE,04,,,,ED1804
2786,EDO,UHUNMWODE,18,UMAGBAE NORTH,05,,,,ED1805
2787,EDO,UHUNMWODE,18,UMAGBAE SOUTH,06,,,,ED1806
2788,EDO,UHUNMWODE,18,ISI NORTH,07,,,,ED1807
2789,EDO,UHUNMWODE,18,ISI SOUTH,08,,,,ED1808
2790,EDO,UHUNMWODE,18,OHUAN,09,,,,ED1809
2791,EDO,UHUNMWODE,18,EGBEDE,10,,,,ED1810
2792,EKITI,ADO EKITI,01,ADO ‘A’ IDOFIN,01,,,,EK0101
2793,EKITI,ADO EKITI,01,ADO ‘B’ INISA,02,,,,EK0102
2794,EKITI,ADO EKITI,01,ADO ‘C’ IDOLOFIN,03,,,,EK0103
2795,EKITI,ADO EKITI,01,ADO ‘D’ IJIGBO,04,,,,EK0104
2796,EKITI,ADO EKITI,01,ADO ‘E’ IJOKA/ORERE OWU,05,,,,EK0105
2797,EKITI,ADO EKITI,01,ADO ‘F’ OKEYINMI,06,,,,EK0106
2798,EKITI,ADO EKITI,01,ADO ‘G’ OKE-ILA,07,,,,EK0107
2799,EKITI,ADO EKITI,01,ADO ‘H’ EREGURU,08,,,,EK0108
2800,EKITI,ADO EKITI,01,ADO DALLIMORE ‘T’,09,,,,EK0109
2801,EKITI,ADO EKITI,01,ADO ‘J’ OKESA,10,,,,EK0110
2802,EKITI,ADO EKITI,01,ADO ‘K’ IRONA,11,,,,EK0111
2803,EKITI,ADO EKITI,01,ADO ‘L’ IGBEHIN,12,,,,EK0112
2804,EKITI,ADO EKITI,01,ADO ‘M’ FARM SETTLEMENT,13,,,,EK0113
2805,EKITI,EFON,02,EFON I,01,,,,EK0201
2806,EKITI,EFON,02,EFON II,02,,,,EK0202
2807,EKITI,EFON,02,EFON III,03,,,,EK0203
2808,EKITI,EFON,02,EFON IV,04,,,,EK0204
2809,EKITI,EFON,02,EFON V,05,,,,EK0205
2810,EKITI,EFON,02,EFON VI,06,,,,EK0206
2811,EKITI,EFON,02,EFON VII,07,,,,EK0207
2812,EKITI,EFON,02,EFON VIII,08,,,,EK0208
2813,EKITI,EFON,02,EFON IX,09,,,,EK0209
2814,EKITI,EFON,02,EFON X,10,,,,EK0210
2815,EKITI,EKITI EAST,03,OMUO-OKE I,01,,,,EK0301
2816,EKITI,EKITI EAST,03,OMUO-OKE II,02,,,,EK0302
2817,EKITI,EKITI EAST,03,ARAROMI,03,,,,EK0303
2818,EKITI,EKITI EAST,03,KOTA I,04,,,,EK0304
2819,EKITI,EKITI EAST,03,KOTA II,05,,,,EK0305
2820,EKITI,EKITI EAST,03,IJERO/EDUGBE/EKURUGB E WARD VI,06,,,,EK0306
2821,EKITI,EKITI EAST,03,IWORO WARD VII,07,,,,EK0307
2822,EKITI,EKITI EAST,03,ILISA WARD VIII,08,,,,EK0308
2823,EKITI,EKITI EAST,03,ILUDOFIN WARD/ORUJU,09,,,,EK0309
2824,EKITI,EKITI EAST,03,ILASA I/EDA-ILE,10,,,,EK0310
2825,EKITI,EKITI EAST,03,ILASA II/IKUN/ARAROMI,11,,,,EK0311
2826,EKITI,EKITI EAST,03,ISINBODE,12,,,,EK0312
2827,EKITI,EKITI WEST,04,ARAMOKO I,01,,,,EK0401
2828,EKITI,EKITI WEST,04,ARAMOKO II,02,,,,EK0402
2829,EKITI,EKITI WEST,04,ARAMOKO ERIO III,03,,,,EK0403
2830,EKITI,EKITI WEST,04,ERIJIYAN I,04,,,,EK0404
2831,EKITI,EKITI WEST,04,ERIJIYAN II,05,,,,EK0405
2832,EKITI,EKITI WEST,04,IKOGOSIO,06,,,,EK0406
2833,EKITI,EKITI WEST,04,IPOLE-ILORO,07,,,,EK0407
2834,EKITI,EKITI WEST,04,OKEMESI I,08,,,,EK0408
2835,EKITI,EKITI WEST,04,OKEMESI II,09,,,,EK0409
2836,EKITI,EKITI WEST,04,OKEMESI III,10,,,,EK0410
2837,EKITI,EKITI WEST,04,IDO-AJINARE,11,,,,EK0411
2838,EKITI,EKITI SOUTH WEST,05,ILAWE I,01,,,,EK0501
2839,EKITI,EKITI SOUTH WEST,05,ILAWE II,02,,,,EK0502
2840,EKITI,EKITI SOUTH WEST,05,ILAWE III,03,,,,EK0503
2841,EKITI,EKITI SOUTH WEST,05,ILAWE IV,04,,,,EK0504
2842,EKITI,EKITI SOUTH WEST,05,ILAWE V,05,,,,EK0505
