#,WARD NAME,WARD CODE,LGA NAME,LGA CODE,State Constituency,,Federal Constituency,,Senatorial District,,STATE
1361,UKUBIE,16,SOUTHERN IJAW,07,SOUTHERN IJAW IV,SC/160/BY,Southern Ijaw,FC/053/BY,BAYELSA CENTRAL,SD/017/BY,BAYELSA
1362,KOLUAMA,16,SOUTHERN IJAW,07,SOUTHERN IJAW IV,SC/160/BY,Southern Ijaw,FC/053/BY,BAYELSA CENTRAL,SD/017/BY,BAYELSA
1363,ATISSA I,01,YENAGOA,08,YENAGOA I,SC/148/BY,,,BAYELSA CENTRAL,SD/017/BY,BAYELSA
1364,ATISSA II,02,YENAGOA,08,YENAGOA I,SC/148/BY,,,BAYELSA CENTRAL,SD/017/BY,BAYELSA
1365,ATISSA III,03,YENAGOA,08,YENAGOA I,SC/148/BY,,,BAYELSA CENTRAL,SD/017/BY,BAYELSA
1366,EPIE I,04,YENAGOA,08,YENAGOA I,SC/148/BY,,,BAYELSA CENTRAL,SD/017/BY,BAYELSA
1367,EPIE II,05,YENAGOA,08,YENAGOA I,SC/148/BY,,,BAYELSA CENTRAL,SD/017/BY,BAYELSA
1368,EPIE III,06,YENAGOA,08,YENAGOA I,SC/148/BY,,,BAYELSA CENTRAL,SD/017/BY,BAYELSA
1369,GBARAIN I,07,YENAGOA,08,YENAGOA II,SC/149/BY,,,BAYELSA CENTRAL,SD/017/BY,BAYELSA
1370,GBARAIN II,08,YENAGOA,08,YENAGOA II,SC/149/BY,,,BAYELSA CENTRAL,SD/017/BY,BAYELSA
1371,GBARAIN III,09,YENAGOA,08,YENAGOA II,SC/149/BY,,,BAYELSA CENTRAL,SD/017/BY,BAYELSA
1372,EKPETIAMA I,10,YENAGOA,08,YENAGOA II,SC/149/BY,,,BAYELSA CENTRAL,SD/017/BY,BAYELSA
1373,EKPETIAMA II,11,YENAGOA,08,YENAGOA II,SC/149/BY,,,BAYELSA CENTRAL,SD/017/BY,BAYELSA
1374,EKPETIAMA III,12,YENAGOA,08,YENAGOA II,SC/149/BY,,,BAYELSA CENTRAL,SD/017/BY,BAYELSA
1375,BISENI I,13,YENAGOA,08,YENAGOA III,SC/150/BY,,,BAYELSA CENTRAL,SD/017/BY,BAYELSA
1376,BISENI II,14,YENAGOA,08,YENAGOA III,SC/150/BY,,,BAYELSA CENTRAL,SD/017/BY,BAYELSA
1377,OKORDIA,15,YENAGOA,08,YENAGOA III,SC/150/BY,,,BAYELSA CENTRAL,SD/017/BY,BAYELSA
1378,ZARAMA,16,YENAGOA,08,YENAGOA III,SC/150/BY,,,BAYELSA CENTRAL,SD/017/BY,BAYELSA
1379,AKPOGE/OGBILOLO,01,ADO,01,ADO,SC/161/BN,Ado/Obadigbo/Okpokwu,FC/055/BN,BENUE SOUTH,SD/021/BN,BENUE
1380,APA,02,ADO,01,ADO,SC/161/BN,Ado/Obadigbo/Okpokwu,FC/055/BN,BENUE SOUTH,SD/021/BN,BENUE
1381,EKILE,03,ADO,01,ADO,SC/161/BN,Ado/Obadigbo/Okpokwu,FC/055/BN,BENUE SOUTH,SD/021/BN,BENUE
1382,IGUMALE I,04,ADO,01,ADO,SC/161/BN,Ado/Obadigbo/Okpokwu,FC/055/BN,BENUE SOUTH,SD/021/BN,BENUE
1383,IGUMALE II,05,ADO,01,ADO,SC/161/BN,Ado/Obadigbo/Okpokwu,FC/055/BN,BENUE SOUTH,SD/021/BN,BENUE
1384,HIGBAM,06,ADO,01,ADO,SC/161/BN,Ado/Obadigbo/Okpokwu,FC/055/BN,BENUE SOUTH,SD/021/BN,BENUE
1385,OGEGE,07,ADO,01,ADO,SC/161/BN,Ado/Obadigbo/Okpokwu,FC/055/BN,BENUE SOUTH,SD/021/BN,BENUE
1386,ROYONGO,08,ADO,01,ADO,SC/161/BN,Ado/Obadigbo/Okpokwu,FC/055/BN,BENUE SOUTH,SD/021/BN,BENUE
1387,UKWONYO,09,ADO,01,ADO,SC/161/BN,Ado/Obadigbo/Okpokwu,FC/055/BN,BENUE SOUTH,SD/021/BN,BENUE
1388,ULAYI,10,ADO,01,ADO,SC/161/BN,Ado/Obadigbo/Okpokwu,FC/055/BN,BENUE SOUTH,SD/021/BN,BENUE
1389,EGBA,01,AGATU,02,AGBATU,SC/162/BN,Apa/Agatu,FC/056/BN,BENUE SOUTH,SD/021/BN,BENUE
1390,ENUNGBA,02,AGATU,02,AGBATU,SC/162/BN,Apa/Agatu,FC/056/BN,BENUE SOUTH,SD/021/BN,BENUE
1391,OBAGAJI,03,AGATU,02,AGBATU,SC/162/BN,Apa/Agatu,FC/056/BN,BENUE SOUTH,SD/021/BN,BENUE
1392,ODUGBEHO,04,AGATU,02,AGBATU,SC/162/BN,Apa/Agatu,FC/056/BN,BENUE SOUTH,SD/021/BN,BENUE
1393,EGBAULU,05,AGATU,02,AGBATU,SC/162/BN,Apa/Agatu,FC/056/BN,BENUE SOUTH,SD/021/BN,BENUE
1394,OGWULE-KADUNA,06,AGATU,02,AGBATU,SC/162/BN,Apa/Agatu,FC/056/BN,BENUE SOUTH,SD/021/BN,BENUE
1395,OGWULE-OGBAULU,07,AGATU,02,AGBATU,SC/162/BN,Apa/Agatu,FC/056/BN,BENUE SOUTH,SD/021/BN,BENUE
1396,OKOKOLO,08,AGATU,02,AGBATU,SC/162/BN,Apa/Agatu,FC/056/BN,BENUE SOUTH,SD/021/BN,BENUE
1397,OSHIGBUDU,09,AGATU,02,AGBATU,SC/162/BN,Apa/Agatu,FC/056/BN,BENUE SOUTH,SD/021/BN,BENUE
1398,USHA,10,AGATU,02,AGBATU,SC/162/BN,Apa/Agatu,FC/056/BN,BENUE SOUTH,SD/021/BN,BENUE
1399,AKPETE/OJANTELLE,01,APA,03,AGBATU,SC/162/BN,Apa/Agatu,FC/056/BN,BENUE SOUTH,SD/021/BN,BENUE
1400,AUKE,02,APA,03,APA,SC/163/BN,Apa/Agatu,FC/056/BN,BENUE SOUTH,SD/021/BN,BENUE
1401,EDIKWU I,03,APA,03,APA,SC/163/BN,Apa/Agatu,FC/056/BN,BENUE SOUTH,SD/021/BN,BENUE
1402,EDIKWU II,04,APA,03,APA,SC/163/BN,Apa/Agatu,FC/056/BN,BENUE SOUTH,SD/021/BN,BENUE
1403,IGAH-OKPAYA,05,APA,03,APA,SC/163/BN,Apa/Agatu,FC/056/BN,BENUE SOUTH,SD/021/BN,BENUE
1404,IGORO,06,APA,03,APA,SC/163/BN,Apa/Agatu,FC/056/BN,BENUE SOUTH,SD/021/BN,BENUE
1405,IKOBI,07,APA,03,APA,SC/163/BN,Apa/Agatu,FC/056/BN,BENUE SOUTH,SD/021/BN,BENUE
1406,OBA,08,APA,03,APA,SC/163/BN,Apa/Agatu,FC/056/BN,BENUE SOUTH,SD/021/BN,BENUE
1407,OFOKE,09,APA,03,APA,SC/163/BN,Apa/Agatu,FC/056/BN,BENUE SOUTH,SD/021/BN,BENUE
1408,OIJI,10,APA,03,APA,SC/163/BN,Apa/Agatu,FC/056/BN,BENUE SOUTH,SD/021/BN,BENUE
1409,UGBOKPO,11,APA,03,APA,SC/163/BN,Apa/Agatu,FC/056/BN,BENUE SOUTH,SD/021/BN,BENUE
1410,BINEV,01,BURUKU,04,BURUKU,SC/164/BN,Buruku,FC/057/BN,BENUE NORTH WEST,SD/020/BN,BENUE
1411,ETULO,02,BURUKU,04,BURUKU,SC/164/BN,Buruku,FC/057/BN,BENUE NORTH WEST,SD/020/BN,BENUE
1412,MBAADE,03,BURUKU,04,BURUKU,SC/164/BN,Buruku,FC/057/BN,BENUE NORTH WEST,SD/020/BN,BENUE
1413,MBAAKURA,04,BURUKU,04,BURUKU,SC/164/BN,Buruku,FC/057/BN,BENUE NORTH WEST,SD/020/BN,BENUE
1414,MBAAPEN,05,BURUKU,04,BURUKU,SC/164/BN,Buruku,FC/057/BN,BENUE NORTH WEST,SD/020/BN,BENUE
1415,MBAATIRKYAA,06,BURUKU,04,BURUKU,SC/164/BN,Buruku,FC/057/BN,BENUE NORTH WEST,SD/020/BN,BENUE
1416,MBAAZAGEE,07,BURUKU,04,BURUKU,SC/164/BN,Buruku,FC/057/BN,BENUE NORTH WEST,SD/020/BN,BENUE
1417,MABIKYONGO/NYIFON,08,BURUKU,04,BURUKU,SC/164/BN,Buruku,FC/057/BN,BENUE NORTH WEST,SD/020/BN,BENUE
1418,MBAITYOUGH,09,BURUKU,04,BURUKU,SC/164/BN,Buruku,FC/057/BN,BENUE NORTH WEST,SD/020/BN,BENUE
1419,MBAKYAAN,10,BURUKU,04,BURUKU,SC/164/BN,Buruku,FC/057/BN,BENUE NORTH WEST,SD/020/BN,BENUE
1420,MBAYA,11,BURUKU,04,BURUKU,SC/164/BN,Buruku,FC/057/BN,BENUE NORTH WEST,SD/020/BN,BENUE
1421,MBAYAKA,12,BURUKU,04,BURUKU,SC/164/BN,Buruku,FC/057/BN,BENUE NORTH WEST,SD/020/BN,BENUE
1422,SHOROV,13,BURUKU,04,BURUKU,SC/164/BN,Buruku,FC/057/BN,BENUE NORTH WEST,SD/020/BN,BENUE
1423,GBOKO CENTRAL/MKT,01,GBOKO,05,,,Gboko/Tarka,FC/058/BN,BENUE NORTH WEST,SD/020/BN,BENUE
1424,GBOKO EAST,02,GBOKO,05,,,Gboko/Tarka,FC/058/BN,BENUE NORTH WEST,SD/020/BN,BENUE
1425,GBOKO NORTH WEST,03,GBOKO,05,,,Gboko/Tarka,FC/058/BN,BENUE NORTH WEST,SD/020/BN,BENUE
1426,GBOKO SOUTH,04,GBOKO,05,,,Gboko/Tarka,FC/058/BN,BENUE NORTH WEST,SD/020/BN,BENUE
1427,IGYOROV,05,GBOKO,05,,,Gboko/Tarka,FC/058/BN,BENUE NORTH WEST,SD/020/BN,BENUE
1428,MBAANKU,06,GBOKO,05,,,Gboko/Tarka,FC/058/BN,BENUE NORTH WEST,SD/020/BN,BENUE
1429,MBAAVARAKAA,07,GBOKO,05,,,Gboko/Tarka,FC/058/BN,BENUE NORTH WEST,SD/020/BN,BENUE
1430,MBADAM,08,GBOKO,05,,,Gboko/Tarka,FC/058/BN,BENUE NORTH WEST,SD/020/BN,BENUE
1431,MBADIM,09,GBOKO,05,,,Gboko/Tarka,FC/058/BN,BENUE NORTH WEST,SD/020/BN,BENUE
1432,MBAKPER,10,GBOKO,05,,,Gboko/Tarka,FC/058/BN,BENUE NORTH WEST,SD/020/BN,BENUE
1433,MBAKWEN,11,GBOKO,05,,,Gboko/Tarka,FC/058/BN,BENUE NORTH WEST,SD/020/BN,BENUE
1434,MBATAN,12,GBOKO,05,,,Gboko/Tarka,FC/058/BN,BENUE NORTH WEST,SD/020/BN,BENUE
1435,MBATSER,13,GBOKO,05,,,Gboko/Tarka,FC/058/BN,BENUE NORTH WEST,SD/020/BN,BENUE
1436,MBATYU,14,GBOKO,05,,,Gboko/Tarka,FC/058/BN,BENUE NORTH WEST,SD/020/BN,BENUE
1437,UKPEKPE,15,GBOKO,05,,,Gboko/Tarka,FC/058/BN,BENUE NORTH WEST,SD/020/BN,BENUE
1438,YANDEV NORTH,16,GBOKO,05,,,Gboko/Tarka,FC/058/BN,BENUE NORTH WEST,SD/020/BN,BENUE
1439,YANDEV SOUTH,17,GBOKO,05,,,Gboko/Tarka,FC/058/BN,BENUE NORTH WEST,SD/020/BN,BENUE
1440,ABINSI,01,GUMA,06,GUMA,SC/167/BN,Guma/Makurdi,FC/059/BN,BENUE NORTH WEST,SD/020/BN,BENUE
1441,KAAMBE,02,GUMA,06,GUMA,SC/167/BN,Guma/Makurdi,FC/059/BN,BENUE NORTH WEST,SD/020/BN,BENUE
1442,MBAABAI,03,GUMA,06,GUMA,SC/167/BN,Guma/Makurdi,FC/059/BN,BENUE NORTH WEST,SD/020/BN,BENUE
1443,MBADWEM,04,GUMA,06,GUMA,SC/167/BN,Guma/Makurdi,FC/059/BN,BENUE NORTH WEST,SD/020/BN,BENUE
1444,MBAWA,05,GUMA,06,GUMA,SC/167/BN,Guma/Makurdi,FC/059/BN,BENUE NORTH WEST,SD/020/BN,BENUE
1445,MBAYER/YANDLEV,06,GUMA,06,GUMA,SC/167/BN,Guma/Makurdi,FC/059/BN,BENUE NORTH WEST,SD/020/BN,BENUE
1446,NYIEV,07,GUMA,06,GUMA,SC/167/BN,Guma/Makurdi,FC/059/BN,BENUE NORTH WEST,SD/020/BN,BENUE
1447,NZOROV,08,GUMA,06,GUMA,SC/167/BN,Guma/Makurdi,FC/059/BN,BENUE NORTH WEST,SD/020/BN,BENUE
1448,SAGHEV,09,GUMA,06,GUMA,SC/167/BN,Guma/Makurdi,FC/059/BN,BENUE NORTH WEST,SD/020/BN,BENUE
1449,UVIR,10,GUMA,06,GUMA,SC/167/BN,Guma/Makurdi,FC/059/BN,BENUE NORTH WEST,SD/020/BN,BENUE
1450,AKPACH’AYI,01,GWER EAST,07,GWER EAST,SC/168/BN,Gwer East/Gwer West,FC/060/BN,BENUE NORTH WEST,SD/020/BN,BENUE
1451,ALIADE TOWN,02,GWER EAST,07,GWER EAST,SC/168/BN,Gwer East/Gwer West,FC/060/BN,BENUE NORTH WEST,SD/020/BN,BENUE
1452,GBEMACHA,03,GWER EAST,07,GWER EAST,SC/168/BN,Gwer East/Gwer West,FC/060/BN,BENUE NORTH WEST,SD/020/BN,BENUE
1453,IKYOGBAJIR,04,GWER EAST,07,GWER EAST,SC/168/BN,Gwer East/Gwer West,FC/060/BN,BENUE NORTH WEST,SD/020/BN,BENUE
1454,IKYONOV,05,GWER EAST,07,GWER EAST,SC/168/BN,Gwer East/Gwer West,FC/060/BN,BENUE NORTH WEST,SD/020/BN,BENUE
1455,MBABUR,06,GWER EAST,07,GWER EAST,SC/168/BN,Gwer East/Gwer West,FC/060/BN,BENUE NORTH WEST,SD/020/BN,BENUE
1456,MBAIASE,07,GWER EAST,07,GWER EAST,SC/168/BN,Gwer East/Gwer West,FC/060/BN,BENUE NORTH WEST,SD/020/BN,BENUE
1457,MBAIKYU,08,GWER EAST,07,GWER EAST,SC/168/BN,Gwer East/Gwer West,FC/060/BN,BENUE NORTH WEST,SD/020/BN,BENUE
1458,MBAIKYAAN,09,GWER EAST,07,GWER EAST,SC/168/BN,Gwer East/Gwer West,FC/060/BN,BENUE NORTH WEST,SD/020/BN,BENUE
1459,MBALOM,10,GWER EAST,07,GWER EAST,SC/168/BN,Gwer East/Gwer West,FC/060/BN,BENUE NORTH WEST,SD/020/BN,BENUE
1460,MBASOMBO,11,GWER EAST,07,GWER EAST,SC/168/BN,Gwer East/Gwer West,FC/060/BN,BENUE NORTH WEST,SD/020/BN,BENUE
1461,MBAYOM,12,GWER EAST,07,GWER EAST,SC/168/BN,Gwer East/Gwer West,FC/060/BN,BENUE NORTH WEST,SD/020/BN,BENUE
1462,SHOUGH,13,GWER EAST,07,GWER EAST,SC/168/BN,Gwer East/Gwer West,FC/060/BN,BENUE NORTH WEST,SD/020/BN,BENUE
1463,UGEE,14,GWER EAST,07,GWER EAST,SC/168/BN,Gwer East/Gwer West,FC/060/BN,BENUE NORTH WEST,SD/020/BN,BENUE
1464,AVIHIJIME,01,GWER WEST,08,GWER WEST,SC/169/BN,Gwer East/Gwer West,FC/060/BN,BENUE NORTH WEST,SD/020/BN,BENUE
1465,GAAMBE USHIN,02,GWER WEST,08,GWER WEST,SC/169/BN,Gwer East/Gwer West,FC/060/BN,BENUE NORTH WEST,SD/020/BN,BENUE
1466,GBAANGE/TONGOV,03,GWER WEST,08,GWER WEST,SC/169/BN,Gwer East/Gwer West,FC/060/BN,BENUE NORTH WEST,SD/020/BN,BENUE
1467,IKYAGHEV,04,GWER WEST,08,GWER WEST,SC/169/BN,Gwer East/Gwer West,FC/060/BN,BENUE NORTH WEST,SD/020/BN,BENUE
1468,ITYOUGHATEE/INJAHA,05,GWER WEST,08,GWER WEST,SC/169/BN,Gwer East/Gwer West,FC/060/BN,BENUE NORTH WEST,SD/020/BN,BENUE
1469,MBABUANDE,06,GWER WEST,08,GWER WEST,SC/169/BN,Gwer East/Gwer West,FC/060/BN,BENUE NORTH WEST,SD/020/BN,BENUE
1470,MBACHOHON,07,GWER WEST,08,GWER WEST,SC/169/BN,Gwer East/Gwer West,FC/060/BN,BENUE NORTH WEST,SD/020/BN,BENUE
1471,MBANYAMSHI,08,GWER WEST,08,GWER WEST,SC/169/BN,Gwer East/Gwer West,FC/060/BN,BENUE NORTH WEST,SD/020/BN,BENUE
1472,MBAPA,09,GWER WEST,08,GWER WEST,SC/169/BN,Gwer East/Gwer West,FC/060/BN,BENUE NORTH WEST,SD/020/BN,BENUE
1473,MERKYEN,10,GWER WEST,08,GWER WEST,SC/169/BN,Gwer East/Gwer West,FC/060/BN,BENUE NORTH WEST,SD/020/BN,BENUE
1474,SAGHEV/UKUSU,11,GWER WEST,08,GWER WEST,SC/169/BN,Gwer East/Gwer West,FC/060/BN,BENUE NORTH WEST,SD/020/BN,BENUE
1475,SENGEV,12,GWER WEST,08,GWER WEST,SC/169/BN,Gwer East/Gwer West,FC/060/BN,BENUE NORTH WEST,SD/020/BN,BENUE
1476,SENGEV/YENGEV,13,GWER WEST,08,GWER WEST,SC/169/BN,Gwer East/Gwer West,FC/060/BN,BENUE NORTH WEST,SD/020/BN,BENUE
1477,TIJIME,14,GWER WEST,08,GWER WEST,SC/169/BN,Gwer East/Gwer West,FC/060/BN,BENUE NORTH WEST,SD/020/BN,BENUE
1478,TSAMBE/MBESEV,15,GWER WEST,08,GWER WEST,SC/169/BN,Gwer East/Gwer West,FC/060/BN,BENUE NORTH WEST,SD/020/BN,BENUE
1479,IKURAV TIEV I,01,KATSINA-ALA,09,,,Katsina-Ala/Ukum/Logo,FC/061/BN,BENUE NORTH EAST,SD/019/BN,BENUE
1480,IKURAV TIEV II,02,KATSINA-ALA,09,,,Katsina-Ala/Ukum/Logo,FC/061/BN,BENUE NORTH EAST,SD/019/BN,BENUE
1481,IWAR (TONGOV) I,03,KATSINA-ALA,09,,,Katsina-Ala/Ukum/Logo,FC/061/BN,BENUE NORTH EAST,SD/019/BN,BENUE
1482,KATSINA-ALA TOWN,04,KATSINA-ALA,09,,,Katsina-Ala/Ukum/Logo,FC/061/BN,BENUE NORTH EAST,SD/019/BN,BENUE
1483,MBACHER,05,KATSINA-ALA,09,,,Katsina-Ala/Ukum/Logo,FC/061/BN,BENUE NORTH EAST,SD/019/BN,BENUE
1484,MBAJIR,06,KATSINA-ALA,09,,,Katsina-Ala/Ukum/Logo,FC/061/BN,BENUE NORTH EAST,SD/019/BN,BENUE
1485,MBATULA/MBEREV,07,KATSINA-ALA,09,,,Katsina-Ala/Ukum/Logo,FC/061/BN,BENUE NORTH EAST,SD/019/BN,BENUE
1486,MBAYONGO,08,KATSINA-ALA,09,,,Katsina-Ala/Ukum/Logo,FC/061/BN,BENUE NORTH EAST,SD/019/BN,BENUE
1487,MICHIHE,09,KATSINA-ALA,09,,,Katsina-Ala/Ukum/Logo,FC/061/BN,BENUE NORTH EAST,SD/019/BN,BENUE
1488,TIIR (TONGOV) II,10,KATSINA-ALA,09,,,Katsina-Ala/Ukum/Logo,FC/061/BN,BENUE NORTH EAST,SD/019/BN,BENUE
1489,UTANGE,11,KATSINA-ALA,09,,,Katsina-Ala/Ukum/Logo,FC/061/BN,BENUE NORTH EAST,SD/019/BN,BENUE
1490,YOOYO,12,KATSINA-ALA,09,,,Katsina-Ala/Ukum/Logo,FC/061/BN,BENUE NORTH EAST,SD/019/BN,BENUE
1491,IKYURAV/MBATWER,01,KONSHISHA,10,KONSHISHA I (GAAV),SC/172/BN,Konshisha/Vandeikya,FC/062/BN,BENUE NORTH EAST,SD/019/BN,BENUE
1492,MBAGUSA/MBATSER,02,KONSHISHA,10,KONSHISHA I (GAAV),SC/172/BN,Konshisha/Vandeikya,FC/062/BN,BENUE NORTH EAST,SD/019/BN,BENUE
1493,MBAIKYASE,03,KONSHISHA,10,KONSHISHA I (GAAV),SC/172/BN,Konshisha/Vandeikya,FC/062/BN,BENUE NORTH EAST,SD/019/BN,BENUE
1494,MBAIWARNYAM,04,KONSHISHA,10,KONSHISHA I (GAAV),SC/172/BN,Konshisha/Vandeikya,FC/062/BN,BENUE NORTH EAST,SD/019/BN,BENUE
1495,MBAKE,05,KONSHISHA,10,KONSHISHA I (GAAV),SC/172/BN,Konshisha/Vandeikya,FC/062/BN,BENUE NORTH EAST,SD/019/BN,BENUE
1496,MBANOR,06,KONSHISHA,10,KONSHISHA I (GAAV),SC/172/BN,Konshisha/Vandeikya,FC/062/BN,BENUE NORTH EAST,SD/019/BN,BENUE
1497,MBATSEN,07,KONSHISHA,10,KONSHISHA I (GAAV),SC/172/BN,Konshisha/Vandeikya,FC/062/BN,BENUE NORTH EAST,SD/019/BN,BENUE
1498,MBAVAA,08,KONSHISHA,10,KONSHISHA I (GAAV),SC/172/BN,Konshisha/Vandeikya,FC/062/BN,BENUE NORTH EAST,SD/019/BN,BENUE
1499,MBAWAR,09,KONSHISHA,10,KONSHISHA I (GAAV),SC/172/BN,Konshisha/Vandeikya,FC/062/BN,BENUE NORTH EAST,SD/019/BN,BENUE
1500,MBAVEGH/MBAIKYER,10,KONSHISHA,10,KONSHISHA I (GAAV),SC/172/BN,Konshisha/Vandeikya,FC/062/BN,BENUE NORTH EAST,SD/019/BN,BENUE
1501,TSE-AGBERAGBA,11,KONSHISHA,10,KONSHISHA I (GAAV),SC/172/BN,Konshisha/Vandeikya,FC/062/BN,BENUE NORTH EAST,SD/019/BN,BENUE
1502,ADIKPO METROPOLIS,01,KWANDE,11,,,Kwande/Ushongo,FC/063/BN,BENUE NORTH EAST,SD/019/BN,BENUE
1503,LIVE I,02,KWANDE,11,,,Kwande/Ushongo,FC/063/BN,BENUE NORTH EAST,SD/019/BN,BENUE
1504,LIEVE II,03,KWANDE,11,,,Kwande/Ushongo,FC/063/BN,BENUE NORTH EAST,SD/019/BN,BENUE
1505,MBADURA,04,KWANDE,11,,,Kwande/Ushongo,FC/063/BN,BENUE NORTH EAST,SD/019/BN,BENUE
1506,MBAGBA/MBAIKYAN,05,KWANDE,11,,,Kwande/Ushongo,FC/063/BN,BENUE NORTH EAST,SD/019/BN,BENUE
1507,MBAIKYOR,06,KWANDE,11,,,Kwande/Ushongo,FC/063/BN,BENUE NORTH EAST,SD/019/BN,BENUE
1508,MBAKETSA,07,KWANDE,11,,,Kwande/Ushongo,FC/063/BN,BENUE NORTH EAST,SD/019/BN,BENUE
1509,MENEV,08,KWANDE,11,,,Kwande/Ushongo,FC/063/BN,BENUE NORTH EAST,SD/019/BN,BENUE
1510,TONDOV I,09,KWANDE,11,,,Kwande/Ushongo,FC/063/BN,BENUE NORTH EAST,SD/019/BN,BENUE
1511,TONDOV II,10,KWANDE,11,,,Kwande/Ushongo,FC/063/BN,BENUE NORTH EAST,SD/019/BN,BENUE
1512,USAR,11,KWANDE,11,,,Kwande/Ushongo,FC/063/BN,BENUE NORTH EAST,SD/019/BN,BENUE
1513,MBAYOO,12,KWANDE,11,,,Kwande/Ushongo,FC/063/BN,BENUE NORTH EAST,SD/019/BN,BENUE
1514,YAAAV,13,KWANDE,11,,,Kwande/Ushongo,FC/063/BN,BENUE NORTH EAST,SD/019/BN,BENUE
1515,MOON,14,KWANDE,11,,,Kwande/Ushongo,FC/063/BN,BENUE NORTH EAST,SD/019/BN,BENUE
1516,KUMAKWAGH,15,KWANDE,11,,,Kwande/Ushongo,FC/063/BN,BENUE NORTH EAST,SD/019/BN,BENUE
1517,MBAD YUL,01,LOGO,12,LOGO,SC/175/BN,Katsina-Ala/Ukum/Logo,FC/061/BN,BENUE NORTH EAST,SD/019/BN,BENUE
1518,MBAGBER,02,LOGO,12,LOGO,SC/175/BN,Katsina-Ala/Ukum/Logo,FC/061/BN,BENUE NORTH EAST,SD/019/BN,BENUE
1519,MBATER,03,LOGO,12,LOGO,SC/175/BN,Katsina-Ala/Ukum/Logo,FC/061/BN,BENUE NORTH EAST,SD/019/BN,BENUE
1520,MBAYAM,04,LOGO,12,LOGO,SC/175/BN,Katsina-Ala/Ukum/Logo,FC/061/BN,BENUE NORTH EAST,SD/019/BN,BENUE
1521,MBAVUUM,05,LOGO,12,LOGO,SC/175/BN,Katsina-Ala/Ukum/Logo,FC/061/BN,BENUE NORTH EAST,SD/019/BN,BENUE
1522,NENZEV,06,LOGO,12,LOGO,SC/175/BN,Katsina-Ala/Ukum/Logo,FC/061/BN,BENUE NORTH EAST,SD/019/BN,BENUE
1523,TOMBO,07,LOGO,12,LOGO,SC/175/BN,Katsina-Ala/Ukum/Logo,FC/061/BN,BENUE NORTH EAST,SD/019/BN,BENUE
1524,TURAN,08,LOGO,12,LOGO,SC/175/BN,Katsina-Ala/Ukum/Logo,FC/061/BN,BENUE NORTH EAST,SD/019/BN,BENUE
1525,UKEMBERGYA/TSWAREV,09,LOGO,12,LOGO,SC/175/BN,Katsina-Ala/Ukum/Logo,FC/061/BN,BENUE NORTH EAST,SD/019/BN,BENUE
1526,YONOV,10,LOGO,12,LOGO,SC/175/BN,Katsina-Ala/Ukum/Logo,FC/061/BN,BENUE NORTH EAST,SD/019/BN,BENUE
1527,AGAN,01,MAKURDI,13,,,Guma/Makurdi,FC/059/BN,BENUE NORTH WEST,SD/020/BN,BENUE
1528,ANKPA/WADATA,02,MAKURDI,13,,,Guma/Makurdi,FC/059/BN,BENUE NORTH WEST,SD/020/BN,BENUE
1529,BAR,03,MAKURDI,13,,,Guma/Makurdi,FC/059/BN,BENUE NORTH WEST,SD/020/BN,BENUE
1530,CENTRAL/SOUTH MISSION,04,MAKURDI,13,,,Guma/Makurdi,FC/059/BN,BENUE NORTH WEST,SD/020/BN,BENUE
1531,CLERKS/MARKET,05,MAKURDI,13,,,Guma/Makurdi,FC/059/BN,BENUE NORTH WEST,SD/020/BN,BENUE
1532,FIIDI,06,MAKURDI,13,,,Guma/Makurdi,FC/059/BN,BENUE NORTH WEST,SD/020/BN,BENUE
1533,MBALAGH,07,MAKURDI,13,,,Guma/Makurdi,FC/059/BN,BENUE NORTH WEST,SD/020/BN,BENUE
1534,MODERN MARKET,08,MAKURDI,13,,,Guma/Makurdi,FC/059/BN,BENUE NORTH WEST,SD/020/BN,BENUE
1535,NORTH BANK I,09,MAKURDI,13,,,Guma/Makurdi,FC/059/BN,BENUE NORTH WEST,SD/020/BN,BENUE
1536,NORTH BANK II,10,MAKURDI,13,,,Guma/Makurdi,FC/059/BN,BENUE NORTH WEST,SD/020/BN,BENUE
1537,WAILOMAYO,11,MAKURDI,13,,,Guma/Makurdi,FC/059/BN,BENUE NORTH WEST,SD/020/BN,BENUE
1538,ADIKO,01,OBI,14,OBI,SC/178/BN,Oju/Obi,FC/064/BN,BENUE SOUTH,SD/021/BN,BENUE
1539,ADUM WEST,02,OBI,14,OBI,SC/178/BN,Oju/Obi,FC/064/BN,BENUE SOUTH,SD/021/BN,BENUE
1540,IKWOKWU,03,OBI,14,OBI,SC/178/BN,Oju/Obi,FC/064/BN,BENUE SOUTH,SD/021/BN,BENUE
1541,IRABI,04,OBI,14,OBI,SC/178/BN,Oju/Obi,FC/064/BN,BENUE SOUTH,SD/021/BN,BENUE
1542,ITOGO,05,OBI,14,OBI,SC/178/BN,Oju/Obi,FC/064/BN,BENUE SOUTH,SD/021/BN,BENUE
1543,OBARIKE,06,OBI,14,OBI,SC/178/BN,Oju/Obi,FC/064/BN,BENUE SOUTH,SD/021/BN,BENUE
1544,OBEKO,07,OBI,14,OBI,SC/178/BN,Oju/Obi,FC/064/BN,BENUE SOUTH,SD/021/BN,BENUE
1545,ODIAPA,08,OBI,14,OBI,SC/178/BN,Oju/Obi,FC/064/BN,BENUE SOUTH,SD/021/BN,BENUE
